,,247Sports,AS,College,DT,Draft,ESPN,FS,From,HM,HS,High School,MP,PS,Pk,Player,PrepStars,RC,RH,RH/PS,RSCI,Rd,Rivals,SC,SI,SN,SS,Scout,Tm,To,VC,WS
63,,,,University of Miami,76,,,,2007,,47,"Winton Woods (Cincinnati, OH)",,53,,Robert Hite (college),,,,,64,,,,,,86,,,2007,,-0.2
64,,,,Louisville,78,,,,,,70,,,61,,Taquan Dean (college),,,,,65,,,,,,54,,,,,
65,,,,Temple,63,,,,,,,,,47,,Keith Butler (college),,,,,66,,,,,,53,,,,,
66,,,,Charlotte,86,,,,,,31,,,79,,Curtis Withers (college),,,,,67,,,,,,75,,,,,
67,,,,Seton Hall,43,,,,,,84,,,87,,J.R. Morris (college),,,,,68,,,,,,60,,,,,
68,,,,Oakland,77,,,,,,61,,,75,,Rick Billings (college),,,,,69,,,,,,66,,,,,
69,,,,Cincinnati,79,,,,,,100,,,58,,Chadd Moore (college),,,,,70,,,,,,46,,,,,
70,,,,University of Louisville,57,2005,,,2006,,,"Winchendon School (Winchendon, MA)",,67,23,Francisco Garcia (college),,,,,71,1,,,,,61,,SAC,2015,,19.5
71,,,,Memphis,74,,,,,,94,,,51,,Jeremy Hunt (college),,,,,72,,,,,,74,,,,,
72,,,,Stanford,72,,,,,,62,,,82,,Matt Haryasz (college),,,,,73,,,,,,80,,,,,
73,,,,University of Iowa,81,,,,,,67,,,74,,Adam Haluska (college),,,,,74,,,,,,76,,,,,
74,,,,University of Notre Dame,66,,,,2007,,49,"Dublin Coffman (Dublin, OH)",,89,,Chris Quinn (college),,,,,75,,,,,,,,,2013,,5.3
75,,,,South Florida,94,,,,,,63,,,76,,Yusuf Baker (college),,,,,T75,,,,,,72,,,,,
76,,,,Texas Christian,97,,,,,,70,,,73,,Aliou Kane (college),,,,,T75,,,,,,65,,,,,
77,,,,University of Illinois at Urbana-Champaign,73,2006,,,2007,,87,"Lincoln-Way Central (Mokena, IL)",,88,41,James Augustine (college),,,,,78,2,,,,,77,,ORL,2008,,0.3
78,,,,Alabama,82,,,,,,70,,,91,,Chuck Davis (college),,,,,79,,,,,,83,,,,,
79,,,,Missouri State,92,,,,,,,,,68,,Greg Brown (college),,,,,80,,,,,,73,,,,,
80,,,,Purdue,85,,,,,,82,,,,,Marcus White (college),,,,,81,,,,,,67,,,,,
81,,,,Wake Forest,,,,,,,88,,,80,,Trent Strickland (college),,,,,82,,,,,,70,,,,,
82,,,,Minnesota,52,,,,,,,,,100,,Vincent Grier (college),,,,,83,,,,,,87,,,,,
83,,,,North Carolina State,99,,,,,,80,,,83,,Cameron Bennerman (college),,,,,84,,,,,,79,,,,,
84,,,,Duquesne,69,,,,,,70,,,,,Almamy Thiero (college),,,,,T84,,,,,,,,,,,
85,,,,St. John's (NY),75,,,,,,70,,,96,,Aaron Spears (college),,,,,86,,,,,,,,,,,
86,,,,University of Tennessee,90,,,,2008,,83,"Bishop Gorman (Las Vegas, NV)",,84,,C.J. Watson (college),,,,,T86,,,,,,85,,,2017,,24.1
87,,,,,,,,,,,70,,,86,,Josh Rhodes,,,,,88,,,,,,88,,,,,
88,,,,Morgan State,54,,,,,,,,,92,,Marquise Kately (college),,,,,89,,,,,,,,,,,
89,,,,Wisconsin,,,,,,,91,,,56,,Boo Wade (college),,,,,90,,,,,,,,,,,
90,,,,Vanderbilt,,,,,,,58,,,,,Mario Moore (college),,,,,91,,,,,,90,,,,,
91,,,,Purdue,100,,,,,,57,,,,,Matt Kiefer (college),,,,,T91,,,,,,92,,,,,
92,,,,Missouri,83,,,,,,,,,,,Kevin Young (college),,,,,93,,,,,,68,,,,,
93,,,,Mississippi State,,,,,,,52,,,,,Gary Ervin (college),,,,,94,,,,,,,,,,,
94,,,,Maryland,93,,,,,,,,,81,,Nik Caner-Medley (college),,,,,95,,,,,,82,,,,,
95,,,,Xavier,67,,,,,,95,,,94,,Dedrick Finn (college),,,,,T95,,,,,,,,,,,
96,,,,University of Washington,,2006,,,2007,,100,"Long Beach Polytechnic (Long Beach, CA)",,62,37,Bobby Jones (college),,,,,97,2,,,,,96,,MIN,2008,,1.9
97,,,,Nebraska,,,,,,,70,,,90,,Wes Wilkinson (college),,,,,98,,,,,,,,,,,
98,,,,DePaul,,,,,,,59,,,,,Tyler Smith (college),,,,,T98,,,,,,,,,,,
99,,,,Quinnipiac,84,,,,,,,,,77,,John Winchester (college),,,,,100,,,,,,,,,,,
0,,,1,,1,2001,,1,2002,,6,"Thornwood (South Holland, IL)",,1,4,Eddy Curry,,,,,1,1,,,,1,,,CHI,2013,,21.7
1,,,2,Michigan State,5,,,1,,,2,,,4,,Kelvin Torbert (college),,,,,2,,,,,2,,,,,,
2,,,5,University of Memphis,3,2002,,3,2003,,1,"Camden (Camden, NJ)",,2,6,Dajuan Wagner (college),,,,,3,1,,,,3,,,CLE,2007,,0.0
3,,,4,,6,2001,,4,2002,,4,"Dominguez (Compton, CA)",,6,2,Tyson Chandler,,,,,4,1,,,,4,,,LAC,2018,,99.4
4,,,3,,8,,,5,,,5,,,5,,Ousmane Cisse,,,,,5,,,,,5,,,,,,
5,,,7,,2,2001,,12,2002,,14,"Glynn Academy (Brunswick, GA)",,3,1,Kwame Brown,,,,,6,1,,,,6,,,WAS,2013,,21.4
6,,,8,North Carolina State University,14,2005,,7,2006,,3,"St. Raymond (Bronx, NY)",,9,20,Julius Hodge (college),,,,,7,1,,,,7,,,DEN,2007,,0.2
7,,,6,,4,2001,,10,2002,,20,"Oak Hill Academy (Mouth of Wilson, VA)",,7,8,DeSagana Diop,,,,,8,1,,,,8,,,CLE,2013,,17.3
8,,,10,University of Minnesota,9,,,6,,,9,,,19,,Rick Rickert (college),,,,,9,,,,,11,,,,,,
9,,,20,University of Florida,11,2005,,11,2006,,8,"Chaminade College Preparatory School (St. Louis, MO)",,8,30,David Lee (college),,,,,10,1,,,,10,,,NYK,2017,,79.1
10,,,12,University of North Carolina,13,,,15,2009,,17,"Saint Edward (Lakewood, OH)",,11,,Jawad Williams (college),,,,,11,,,,,13,,,,2011,,0.5
11,,,13,Louisville,18,,,13,,,11,,,15,,Carlos Hurt (college),,,,,12,,,,,12,,,,,,
12,,,43,West Virginia,7,,,9,,,7,,,17,,Jonathan Hargett (college),,,,,13,,,,,9,,,,,,
13,,,11,University of Colorado,15,2004,,19,2005,,19,"Brentwood Academy (Brentwood, TN)",,12,29,David Harrison (college),,,,,T13,1,,,,16,,,IND,2008,,3.2
14,,,9,University of Kansas,20,,,8,2006,,16,"Jefferson (Portland, OR)",,28,,Aaron Miles (college),,,,,15,,,,,15,,,,2006,,-0.0
15,,,14,University of Alabama,16,2003,,16,2004,,21,"Murrah (Jackson, MS)",,22,47,Mo Williams (college),,,,,16,2,,,,14,,,UTA,2016,,43.1
16,,,26,University of Texas at Austin,10,2003,,24,2004,,15,"Willowridge (Houston, TX)",,14,8,T.J. Ford (college),,,,,17,1,,,,23,,,MIL,2012,,16.9
17,,,16,Stanford University,26,2004,,18,2005,,12,"Mayfair (Lakewood, CA)",,24,6,Josh Childress (college),,,,,18,1,,,,18,,,ATL,2014,,25.7
18,,,24,"University of California, Los Angeles",22,,,17,2007,,13,"Mater Dei (Santa Ana, CA)",,20,,Cedric Bozeman (college),,,,,19,,,,,22,,,,2007,,-0.3
19,,,15,University of Kansas,19,2005,,21,2006,,30,"Leavenworth (Leavenworth, KS)",,16,29,Wayne Simien (college),,,,,20,1,,,,21,,,MIA,2007,,0.9
20,,,31,Southern Mississippi,24,,,22,,,18,,,32,,Rashaad Carruth (college),,,,,21,,,,,19,,,,,,
21,,,17,University of Cincinnati,12,2006,,14,2007,,,"Hargrave Military Academy (Chatham, VA)",,10,31,James White (college),,,,,22,2,,,,17,,,POR,2013,,0.8
22,,,28,University of California,23,2002,,28,2003,,33,"Mater Dei (Santa Ana, CA)",,35,47,Jamal Sampson (college),,,,,23,2,,,,26,,,UTA,2007,,1.4
23,,,29,Seton Hall,21,,,54,,,10,,,13,,John Allen (college),,,,,24,,,,,52,,,,,,
24,,,36,North Carolina,27,,,23,,,47,,,30,,Jackie Manuel (college),,,,,25,,,,,24,,,,,,
25,,,25,Eastern Michigan,29,,,26,,,31,,,43,,JaQuan Hart (college),,,,,26,,,,,37,,,,,,
26,,,18,Florida State,32,,,38,,,48,,,27,,Anthony Richardson (college),,,,,T26,,,,,28,,,,,,
27,,,35,"University of California, Los Angeles",36,2005,,40,2006,,25,"Redondo Union (Redondo Beach, CA)",,33,54,Dijon Thompson (college),,,,,28,2,,,,27,,,NYK,2007,,0.2
28,,,47,Duke University,33,2005,,33,2006,,32,"Willowridge (Houston, TX)",,31,32,Daniel Ewing (college),,,,,29,2,,,,29,,,LAC,2007,,0.8
29,,,22,Michigan State University,30,,,29,2006,,35,"DeLaSalle (Minneapolis, MN)",,48,,Alan Anderson (college),,,,,30,,,,,44,,,,2017,,7.4
30,,,34,Notre Dame,28,,,39,,,42,,,41,,Dennis Latimore (college),,,,,31,,,,,32,,,,,,
31,,,39,Iowa,38,,,34,,,44,,,36,,Pierre Pierce (college),,,,,32,,,,,36,,,,,,
32,,,19,University of Cincinnati,61,2005,,30,2006,,24,"Newman Smith (Carrollton, TX)",,42,26,Jason Maxiell (college),,,,,T32,1,,,,51,,,DET,2015,,20.3
33,,,37,Notre Dame,35,,,47,,,46,,,26,,Chris Thomas (college),,,,,34,,,,,40,,,,,,
34,,,45,Walsh University,48,2005,,27,2006,,52,"Benton Harbor (Benton Harbor, MI)",,34,51,Robert Whaley,,,,,T34,2,,,,25,,,UTA,2006,,0.0
35,,,23,Syracuse,39,,,53,,,40,,,38,,Billy Edelin (college),,,,,36,,,,,42,,,,,,
36,,,27,North Carolina,41,,,51,,,61,,,25,,Melvin Scott (college),,,,,37,,,,,31,,,,,,
37,,,46,Virginia,44,,,35,,,37,,,50,,Elton Brown (college),,,,,38,,,,,34,,,,,,
38,,,76,Tennessee,52,,,25,,,28,,,29,,Andre Patterson (college),,,,,39,,,,,38,,,,,,
39,,,33,Marquette University,37,2005,,32,2006,,41,"Goodrich (Fond du Lac, WI)",,71,38,Travis Diener (college),,,,,40,2,,,,45,,,ORL,2010,,5.7
40,,,42,University of Connecticut,34,2004,,46,2005,,55,"Mount Vernon (Mount Vernon, NY)",,61,3,Ben Gordon (college),,,,,41,1,,,,33,,,CHI,2015,,33.3
41,,,,San Francisco,58,,,31,,,23,,,23,,Dommanic Ingerson (college),,,,,42,,,,,41,,,,,,
42,,,,Hawaii,17,,,20,,,,,,18,,Julian Sensley (college),,,,,T42,,,,,20,,,,,,
43,,,100,Louisville,31,,,55,,,22,,,40,,Brandon Bender (college),,,,,44,,,,,35,,,,,,
44,,,32,Ohio State,50,,,59,,,36,,,58,,Brandon Fuss-Cheatham (college),,,,,45,,,,,56,,,,,,
45,,,48,University of Kentucky,25,,,49,2006,,80,"Modesto Christian (Modesto, CA)",,44,,Chuck Hayes (college),,,,,46,,,,,50,,,,2016,,30.1
46,,,50,Alabama,42,,,58,,,54,,,52,,Earnest Shelton (college),,,,,47,,,,,48,,,,,,
47,,,,Washington,45,,,36,,,26,,,54,,Charles Frederick (college),,,,,48,,,,,47,,,,,,
48,,,59,Connecticut,73,,,45,,,68,,,21,,Ed Nelson (college),,,,,49,,,,,49,,,,,,
49,,,53,Wake Forest,76,,,44,,,29,,,47,,Jamaal Levy (college),,,,,50,,,,,67,,,,,,
50,,,58,DePaul,63,,,48,,,57,,,37,,Quemont Greer (college),,,,,T50,,,,,53,,,,,,
51,,,44,Xavier,62,,,42,,,,,,51,,Keith Jackson (college),,,,,52,,,,,39,,,,,,
52,,,61,Indiana,71,,,50,,,49,,,69,,Marco Killingsworth (college),,,,,53,,,,,60,,,,,,
53,,,40,Georgia Institute of Technology,59,,,71,2006,,56,"Crane Technical Preparatory (Chicago, IL)",,55,,Will Bynum (college),,,,,T53,,,,,79,,,,2015,,7.0
54,,,,,40,,,57,,,51,,,56,,Tony Key,,,,,55,,,,,62,,,,,,
55,,,68,Louisville,56,,,63,,,77,,,60,,Joshua Tinch (college),,,,,T55,,,,,43,,,,,,
56,,,77,Clemson,65,,,64,,,38,,,39,,Chey Christie (college),,,,,T55,,,,,84,,,,,,
57,,,,Illinois State,84,,,37,,,58,,,59,,Najeeb Echols (college),,,,,58,,,,,30,,,,,,
58,,,54,Louisiana-Lafayette,93,,,60,,,27,,,82,,Dwayne Mitchell (college),,,,,59,,,,,57,,,,,,
59,,,49,North Carolina State,64,,,61,,,91,,,46,,Levi Watkins (college),,,,,60,,,,,70,,,,,,
60,,,38,Ohio State,47,,,93,,,60,,,74,,Matt Sylvester (college),,,,,61,,,,,74,,,,,,
61,,,51,University of Illinois at Urbana-Champaign,83,,,56,2007,,79,"Joliet (Joliet, IL)",,63,,Roger Powell (college),,,,,62,,,,,58,,,,2007,,-0.1
62,,,,Baylor,91,,,41,,,50,,,53,,Harvey Thomas (college),,,,,63,,,,,55,,,,,,
63,,,84,DePaul,54,,,66,,,67,,,88,,Levar Seals (college),,,,,64,,,,,54,,,,,,
64,,,83,North Carolina State University,51,,,69,2006,,95,"Riverdale (Riverdale, GA)",,70,,Josh Powell (college),,,,,65,,,,,46,,,,2014,,2.7
65,,,21,Bradley,66,,,85,,,,,,57,,Marcellus Sommerville (college),,,,,66,,,,,85,,,,,,
66,,,,New Mexico State,60,,,62,,,65,,,62,,Duane John (college),,,,,67,,,,,73,,,,,,
67,,,62,Southern California,,,,75,,,64,,,73,,Errick Craven (college),,,,,68,,,,,61,,,,,,
68,,,,University of Arizona,69,2005,,81,2006,,62,"Lake Oswego (Lake Oswego, OR)",,65,31,Salim Stoudamire (college),,,,,69,2,,,,59,,,ATL,2008,,2.2
69,,,95,Stanford,43,,,77,,,92,,,86,,Rob Little (college),,,,,70,,,,,63,,,,,,
70,,,79,Tennessee State,70,,,72,,,99,,,72,,Larry Turner (college),,,,,71,,,,,65,,,,,,
71,,,,,79,,,68,,,59,,,89,,Marcus Spears,,,,,72,,,,,64,,,,,,
72,,,52,,67,,,76,,,,,,87,,Anthony Vasser,,,,,T72,,,,,77,,,,,,
73,,,,Georgia Tech,49,,,,,,,,,45,,Isma'Il Muhammad (college),,,,,74,,,,,68,,,,,,
74,,,69,Mississippi State,57,,,70,,,,,,,,Marcus Campbell (college),,,,,75,,,,,69,,,,,,
75,,,56,Memphis,,,,87,,,39,,,85,,Anthony Rice (college),,,,,76,,,,,,,,,,,
76,,,,Mississippi State,,,,52,,,43,,,,,Winsome Frazier (college),,,,,77,,,,,72,,,,,,
77,,,94,Washington,82,,,74,,,76,,,76,,Jamaal Williams (college),,,,,78,,,,,76,,,,,,
78,,,,Syracuse,53,,,65,,,96,,,84,,Craig Forth (college),,,,,79,,,,,82,,,,,,
79,,,85,Maine,85,,,78,,,73,,,77,,Ernest Turner (college),,,,,80,,,,,86,,,,,,
80,,,73,Gonzaga,72,,,94,,,93,,,81,,Erroll Knight (college),,,,,T80,,,,,71,,,,,,
81,,,,Florida International,,,,43,,,,,,64,,Taurance Johnson (college),,,,,82,,,,,78,,,,,,
82,,,30,Charlotte,100,,,90,,,,,,75,,Mitchell Baldwin (college),,,,,83,,,,,95,,,,,,
83,,,88,University of North Carolina at Charlotte,68,,,73,2006,,87,"Eleanor Roosevelt (Greenbelt, MD)",,,,Eddie Basden (college),,,,,84,,,,,83,,,,2006,,0.2
84,,,60,Wake Forest,,,,,,,72,,,66,,Vytas Danelius (college),,,,,85,,,,,,,,,,,
85,,,,Boston College,55,,,,,,,,,49,,Jermaine Watson (college),,,,,86,,,,,,,,,,,
86,,,99,University of Arizona,,2005,,67,2006,,,"Saint Mary's (Phoenix, AZ)",,67,8,Channing Frye (college),,,,,87,1,,,,75,,,NYK,2018,,43.2
87,,,87,Mississippi State University,81,2005,,86,2006,,63,"Lamar (Houston, TX)",,92,55,Lawrence Roberts (college),,,,,T87,2,,,,,,,SEA,2007,,2.5
88,,,67,Tennessee Tech,46,,,,,,,,,,,Derek Stribling (college),,,,,89,,,,,,,,,,,
89,,,71,Washington,,,,,,,81,,,,,Mike Jensen (college),,,,,90,,,,,66,,,,,,
90,,,55,University of Kansas,,,,,2008,,70,"North Crowley (Fort Worth, TX)",,94,,Keith Langford (college),,,,,91,,,,,,,,,2008,,-0.0
91,,,75,Arizona State,,,,,,,45,,,,,Jason Braxton (college),,,,,92,,,,,,,,,,,
92,,,41,Virginia,,,,,,,,,,79,,Jason Clark (college),,,,,T92,,,,,,,,,,,
93,,,63,Villanova,,,,88,,,71,,,,,Marcus Austin (college),,,,,94,,,,,,,,,,,
94,,,97,Stanford,87,,,,,,53,,,90,,Chris Hernandez (college),,,,,T94,,,,,97,,,,,,
95,,,,,,,,100,,,34,,,,,Terry Licorish,,,,,96,,,,,,,,,,,
96,,,91,Georgia Tech,97,,,84,,,,,,78,,B.J. Elder (college),,,,,97,,,,,88,,,,,,
97,,,,Pittsburgh,,,,79,,,,,,68,,Carl Krauser (college),,,,,98,,,,,90,,,,,,
98,,,,University of Connecticut,77,2004,,,2005,,,"Bellaire (Houston, TX)",,80,2,Emeka Okafor (college),,,,,99,1,,,,87,,,CHA,2018,,45.3
99,,,,UCLA,88,,,80,,,,,,,,Michael Fey (college),,,,,100,,,,,80,,,,,,
0,,,1,Michigan State University,2,2001,,,2002,,1,"Marion (Marion, IN)",,3,19,Zach Randolph (college),,,,,1,1,,,,,,,POR,2018,,84.1
1,,,2,Seton Hall University,1,2001,,,2002,,5,"Roman Catholic (Philadelphia, PA)",,2,7,Eddie Griffin (college),,,,,2,1,,,,,,,NJN,2007,,10.9
2,,,3,,4,2000,,,2001,,2,"East St. Louis (East St. Louis, IL)",,5,3,Darius Miles,,,,,3,1,,,,,,,LAC,2009,,13.1
3,,,4,University of Alabama,3,2001,,,2002,,7,"Childersburg (Childersburg, AL)",,1,25,Gerald Wallace (college),,,,,4,1,,,,,,,SAC,2015,,70.7
4,,,5,Michigan State University,8,,,,,,4,,,7,,Marcus Taylor (college),,,,,5,,,,,,,,,,,
5,,,7,,6,2000,,,2001,,9,"Washington Union (Fresno, CA)",,4,23,DeShawn Stevenson,,,,,6,1,,,,,,,UTA,2013,,13.2
6,,,6,Duke University,7,2004,,,2005,,3,"Salmen (Slidell, LA)",,10,38,Chris Duhon (college),,,,,T6,2,,,,,,,CHI,2013,,25.0
7,,,8,Mississippi State University,12,,,,,,8,,,12,,Mario Austin (college),,,,,8,,,,,,,,,,,
8,,,10,Indiana University,10,2002,,,2003,,14,"Bloomington North (Bloomington, IN)",,9,11,Jared Jeffries (college),,,,,9,1,,,,,,,WAS,2013,,15.8
9,,,11,Connecticut,13,,,,,,10,,,15,,Taliek Brown (college),,,,,10,,,,,,,,,,,
10,,,9,DePaul University,15,,,,2007,,16,"Leo (Chicago, IL)",,11,,Andre Brown (college),,,,,11,,,,,,,,,2009,,0.3
11,,,15,St. John's University,11,2001,,,2004,,11,"Christ the King (Middle Village, NY)",,14,32,Omar Cook (college),,,,,T11,2,,,,,,,ORL,2005,,-0.1
12,,,13,,14,,,,,,13,,,13,,Jerome Harper,,,,,13,,,,,,,,,,,
13,,,12,University of Houston,16,2001,,,2002,,17,"Milby (Houston, TX)",,16,51,Alton Ford (college),,,,,14,2,,,,,,,PHO,2004,,0.8
14,,,20,Seton Hall University,18,,,,2005,,6,"Rice (New York, NY)",,19,,Andre Barrett (college),,,,,15,,,,,,,,,2008,,0.7
15,,,16,Miami (FL),19,,,,,,12,,,17,,Darius Rice (college),,,,,16,,,,,,,,,,,
16,,,14,Jacksonville State,21,,,,,,22,,,22,,Abdou Diame (college),,,,,17,,,,,,,,,,,
17,,,19,DePaul,22,,,,,,19,,,28,,Imari Sawyer (college),,,,,18,,,,,,,,,,,
18,,,29,Illinois-Chicago,27,,,,,,15,,,24,,Cedrick Banks (college),,,,,19,,,,,,,,,,,
19,,,28,South Carolina,17,,,,,,32,,,18,,Rolando Howell (college),,,,,T19,,,,,,,,,,,
20,,,32,Missouri,23,,,,,,20,,,21,,Travon Bryant (college),,,,,21,,,,,,,,,,,
21,,,26,University of Mississippi,24,2004,,,2005,,24,"Provine (Jackson, MS)",,25,40,Justin Reed (college),,,,,22,2,,,,,,,BOS,2007,,0.9
22,,,27,University of Maryland,20,2002,,,2003,,28,"Enloe (Raleigh, NC)",,31,8,Chris Wilcox (college),,,,,23,1,,,,,,,LAC,2013,,32.3
23,,,18,UCLA,31,,,,,,26,,,32,,Brian Morrison (college),,,,,24,,,,,,,,,,,
24,,,34,University of Louisiana at Lafayette,25,2005,,,2006,,33,"Gainesville (Gainesville, FL)",,23,53,Orien Greene (college),,,,,25,2,,,,,,,BOS,2011,,-0.7
25,,,25,Seton Hall,32,,,,,,21,,,43,,Marcus Toney-El (college),,,,,26,,,,,,,,,,,
26,,,40,Iowa,33,,,,,,37,,,27,,Glen Worley (college),,,,,27,,,,,,,,,,,
27,,,36,UCLA,35,,,,,,42,,,41,,T.J. Cummings (college),,,,,28,,,,,,,,,,,
28,,,30,University of Southern California,36,,,,2007,,62,"Flint Northwestern (Flint, MI)",,30,,Desmon Farmer (college),,,,,29,,,,,,,,,2009,,-0.0
29,,,49,Texas A&M,29,,,,,,45,,,36,,Nick Anderson (college),,,,,30,,,,,,,,,,,
30,,,60,Brigham Young,34,,,,,,29,,,45,,Garner Meads (college),,,,,31,,,,,,,,,,,
31,,,42,University of Missouri,39,,,,,,34,,,56,,Rickey Paulding (college),,,,,32,,,,,,,,,,,
32,,,21,Minnesota,48,,,,,,54,,,55,,Adam Boone (college),,,,,33,,,,,,,,,,,
33,,,51,Georgetown University,43,2003,,,2004,,40,"Oxon Hill (Oxon Hill, MD)",,46,9,Mike Sweetney (college),,,,,34,1,,,,,,,NYK,2007,,7.8
34,,,45,Rhode Island,56,,,,,,43,,,50,,Scott Hazelton (college),,,,,35,,,,,,,,,,,
35,,,22,Kentucky,40,,,,,,84,,,49,,Cliff Hawkins (college),,,,,36,,,,,,,,,,,
36,,,23,Oklahoma State University,65,,,,2007,,30,"Willowridge (Houston, TX)",,77,,Ivan McFarlin (college),,,,,T36,,,,,,,,,2007,,0.1
37,,,44,North Carolina State,26,,,,,,,,,26,,Scooter Sherrill (college),,,,,38,,,,,,,,,,,
38,,,31,Rutgers,30,,,,,,69,,,73,,Herve Lamizana (college),,,,,39,,,,,,,,,,,
39,,,17,Texas,51,,,,,,,,,37,,Brian Boddicker (college),,,,,40,,,,,,,,,,,
40,,,50,University of Iowa,46,,,,2005,,48,"Tripp-Delmont (Tripp, SD)",,69,,Jared Reiner (college),,,,,41,,,,,,,,,2007,,-0.2
41,,,,Kentucky,5,,,,,,,,,6,,Jason Parker (college),,,,,T41,,,,,,,,,,,
42,,,,Missouri,45,,,,,,27,,,42,,Arthur Johnson (college),,,,,43,,,,,,,,,,,
43,,,33,Florida State,63,,,,,,61,,,60,,Michael Joiner (college),,,,,44,,,,,,,,,,,
44,,,43,Louisville,64,,,,,,38,,,72,,Luke Whitehead (college),,,,,T44,,,,,,,,,,,
45,,,46,Oklahoma State,47,,,,,,63,,,61,,Terrence Crawford (college),,,,,T44,,,,,,,,,,,
46,,,,University of Connecticut,9,2002,,,2003,,,"Maine Central Institute (Pittsfield, ME)",,8,10,Caron Butler (college),,,,,47,1,,,,,,,MIA,2016,,56.3
47,,,59,Iona,28,,,,,,,,,34,,Eddie Starks (college),,,,,48,,,,,,,,,,,
48,,,56,Southern California,66,,,,,,25,,,76,,Brandon Brooks (college),,,,,49,,,,,,,,,,,
49,,,41,Texas,55,,,,,,70,,,67,,Brandon Mouton (college),,,,,50,,,,,,,,,,,
50,,,24,Purdue,86,,,,,,44,,,80,,Brett Buscher (college),,,,,51,,,,,,,,,,,
51,,,68,St. John's (NY),52,,,,,,64,,,54,,Mohamed Diakite (college),,,,,52,,,,,,,,,,,
52,,,48,Xavier University,75,,,,,,18,,,,,Romain Sato (college),,,,,53,,,,,,,,,,,
53,,,62,Holy Cross,42,,,,,,,,,38,,Neil Fingleton (college),,,,,54,,,,,,,,,,,
54,,,,Louisville,38,,,,,,80,,,29,,Kendall Dartez (college),,,,,55,,,,,,,,,,,
55,,,35,Indiana,57,,,,,,94,,,63,,A.J. Moye (college),,,,,56,,,,,,,,,,,
56,,,53,St. Bonaventure,67,,,,,,56,,,75,,Maurice Young (college),,,,,57,,,,,,,,,,,
57,,,47,Iowa State,76,,,,,,31,,,,,Jake Sullivan (college),,,,,58,,,,,,,,,,,
58,,,39,Alabama,74,,,,,,77,,,66,,Demetrius Smith (college),,,,,59,,,,,,,,,,,
59,,,61,Stanford,83,,,,,,47,,,68,,Matt Lottich (college),,,,,60,,,,,,,,,,,
60,,,52,Georgia Tech,59,,,,,,52,,,99,,Marvin Lewis (college),,,,,61,,,,,,,,,,,
61,,,,Memphis,53,,,,,,51,,,57,,Modibo Diarra (college),,,,,T61,,,,,,,,,,,
62,,,37,St. John's (NY),62,,,,,,,,,64,,Kyle Cuffe (college),,,,,63,,,,,,,,,,,
63,,,,Michigan,61,,,,,,65,,,47,,Avery Queen (college),,,,,64,,,,,,,,,,,
64,,,,,37,,,,,,,,,35,,Omar Weaver,,,,,T64,,,,,,,,,,,
65,,,,University of Texas at Austin,54,,,,2005,,,"Hargrave Military Academy (Chatham, VA)",,20,,James Thomas (college),,,,,66,,,,,,,,,2006,,0.8
66,,,,University of Michigan,44,2004,,,2005,,,"Dunbar (Washington, DC)",,33,45,Bernard Robinson (college),,,,,67,2,,,,,,,CHA,2007,,2.0
67,,,,Tennessee,41,,,,,,93,,,53,,Scooter McFadgon (college),,,,,68,,,,,,,,,,,
68,,,57,University of Oregon,78,2003,,,2004,,53,"Blaine (Blaine, WA)",,100,14,Luke Ridnour (college),,,,,T68,1,,,,,,,SEA,2015,,36.1
69,,,64,Louisiana Tech,68,,,,,,68,,,89,,JueMichael Young (college),,,,,70,,,,,,,,,,,
70,,,63,North Carolina-Greensboro,69,,,,,,97,,,65,,Dwon Clifton (college),,,,,71,,,,,,,,,,,
71,,,54,Arizona,80,,,,,,,,,62,,Andrew Zahn (college),,,,,72,,,,,,,,,,,
72,,,87,San Diego State,79,,,,,,50,,,81,,Wesley Stokes (college),,,,,T72,,,,,,,,,,,
73,,,,Southern California,50,,,,,,,,,51,,Jeff McMillan (college),,,,,74,,,,,,,,,,,
74,,,,Memphis,60,,,,,,92,,,58,,Billy Richmond (college),,,,,75,,,,,,,,,,,
75,,,86,Ohio State,85,,,,,,90,,,52,,Tony Stockman (college),,,,,76,,,,,,,,,,,
76,,,84,Illinois,70,,,,,,,,,59,,Nick Smith (college),,,,,77,,,,,,,,,,,
77,,,,Fordham,72,,,,,,,,,40,,Liberto Tetimadingar (college),,,,,T77,,,,,,,,,,,
78,,,65,Oklahoma,,,,,,,49,,,,,Johnnie Gilbert (college),,,,,79,,,,,,,,,,,
79,,,,Toledo,81,,,,,,,,,39,,Keith Triplett (college),,,,,80,,,,,,,,,,,
80,,,,Hawaii,,,,,,,23,,,,,Julian Sensley (college),,,,,81,,,,,,,,,,,
81,,,81,Villanova,90,,,,,,66,,,90,,Derrick Snowden (college),,,,,82,,,,,,,,,,,
82,,,,Tennessee,77,,,,,,,,,48,,Lou Wright (college),,,,,T82,,,,,,,,,,,
83,,,,,93,,,,,,36,,,,,Antonio Hargrove,,,,,84,,,,,,,,,,,
84,,,66,Marquette,88,,,,,,96,,,84,,Scott Merritt (college),,,,,85,,,,,,,,,,,
85,,,80,Tennessee,97,,,,,,57,,,,,Brandon Crump (college),,,,,86,,,,,,,,,,,
86,,,79,Georgia,,,,,,,55,,,,,Chris Daniels (college),,,,,87,,,,,,,,,,,
87,,,,Florida International,,,,,,,35,,,,,Taurance Johnson (college),,,,,88,,,,,,,,,,,
